22,mineral water,chocolate,avocado,eggs,,,,,,,,,,,,,,,,
14,turkey,french fries,strawberries,,,,,,,,,,,,,,,,,
91,frozen vegetables,strong cheese,chocolate,,,,,,,,,,,,,,,,,
99,cookies,,,,,,,,,,,,,,,,,,,
169,pickles,spaghetti,salmon,escalope,,,,,,,,,,,,,,,,
8,energy bar,french fries,,,,,,,,,,,,,,,,,,
189,red wine,ground beef,mineral water,,,,,,,,,,,,,,,,,
50,mineral water,cake,cottage cheese,,,,,,,,,,,,,,,,,
89,pickles,champagne,green tea,,,,,,,,,,,,,,,,,
158,spaghetti,,,,,,,,,,,,,,,,,,,
73,fresh tuna,frozen vegetables,spaghetti,mineral water,honey,whole wheat rice,frozen smoothie,escalope,,,,,,,,,,,,
47,spaghetti,,,,,,,,,,,,,,,,,,,
41,soup,meatballs,hot dogs,sparkling water,,,,,,,,,,,,,,,,
38,escalope,,,,,,,,,,,,,,,,,,,
178,soup,avocado,french fries,hot dogs,brownies,body spray,pancakes,green tea,,,,,,,,,,,,
97,mineral water,chicken,cereals,clothes accessories,,,,,,,,,,,,,,,,
95,mineral water,bug spray,,,,,,,,,,,,,,,,,,
94,avocado,muffins,,,,,,,,,,,,,,,,,,
109,burgers,black tea,green tea,,,,,,,,,,,,,,,,,
177,spaghetti,chocolate,brownies,white wine,green tea,,,,,,,,,,,,,,,
25,fresh tuna,mineral water,eggs,,,,,,,,,,,,,,,,,
74,spaghetti,muffins,,,,,,,,,,,,,,,,,,
89,spaghetti,chocolate,,,,,,,,,,,,,,,,,,
167,french fries,escalope,champagne,,,,,,,,,,,,,,,,,
79,tomato sauce,light mayo,,,,,,,,,,,,,,,,,,
44,turkey,fresh tuna,frozen vegetables,tomatoes,ground beef,spaghetti,mineral water,chocolate,soup,milk,olive oil,,,,,,,,,
72,eggs,cookies,,,,,,,,,,,,,,,,,,
54,soup,chicken,gums,soda,body spray,energy drink,green tea,,,,,,,,,,,,,
94,turkey,frozen vegetables,mineral water,cider,cooking oil,green tea,,,,,,,,,,,,,,
33,spaghetti,,,,,,,,,,,,,,,,,,,
126,clothes accessories,,,,,,,,,,,,,,,,,,,
189,energy drink,,,,,,,,,,,,,,,,,,,
181,soup,bug spray,shallot,protein bar,green tea,,,,,,,,,,,,,,,
56,turkey,eggs,,,,,,,,,,,,,,,,,,
148,french fries,,,,,,,,,,,,,,,,,,,
9,chocolate,milk,,,,,,,,,,,,,,,,,,
159,herb & pepper,whole wheat pasta,ground beef,mineral water,avocado,cider,whole wheat rice,,,,,,,,,,,,,
18,cookies,,,,,,,,,,,,,,,,,,,
126,shrimp,pasta,,,,,,,,,,,,,,,,,,
75,grated cheese,herb & pepper,tomatoes,tomato sauce,corn,,,,,,,,,,,,,,,
32,burgers,escalope,shallot,,,,,,,,,,,,,,,,,
38,cookies,,,,,,,,,,,,,,,,,,,
173,yogurt cake,,,,,,,,,,,,,,,,,,,
100,soup,eggs,,,,,,,,,,,,,,,,,,
170,cookies,,,,,,,,,,,,,,,,,,,
169,mineral water,chocolate,low fat yogurt,,,,,,,,,,,,,,,,,
20,eggs,strawberries,,,,,,,,,,,,,,,,,,
115,grated cheese,ground beef,spaghetti,mineral water,white wine,,,,,,,,,,,,,,,
71,mint,,,,,,,,,,,,,,,,,,,
123,eggs,cake,french fries,,,,,,,,,,,,,,,,,
95,burgers,spaghetti,milk,french fries,green tea,,,,,,,,,,,,,,,
135,mineral water,energy bar,butter,french fries,,,,,,,,,,,,,,,,
17,burgers,grated cheese,herb & pepper,mineral water,eggs,cooking oil,,,,,,,,,,,,,,
113,energy bar,,,,,,,,,,,,,,,,,,,
133,energy bar,energy drink,,,,,,,,,,,,,,,,,,
69,chocolate,frozen smoothie,,,,,,,,,,,,,,,,,,
42,low fat yogurt,,,,,,,,,,,,,,,,,,,
87,asparagus,salad,,,,,,,,,,,,,,,,,,
131,burgers,french fries,low fat yogurt,green tea,,,,,,,,,,,,,,,,
183,low fat yogurt,,,,,,,,,,,,,,,,,,,
136,burgers,herb & pepper,shrimp,pasta,spaghetti,mineral water,meatballs,olive oil,energy bar,french wine,eggs,salt,,,,,,,,
173,champagne,low fat yogurt,,,,,,,,,,,,,,,,,,
183,champagne,,,,,,,,,,,,,,,,,,,
139,burgers,almonds,eggs,french fries,cookies,green tea,,,,,,,,,,,,,,
50,ham,soup,escalope,body spray,,,,,,,,,,,,,,,,
159,turkey,ham,frozen vegetables,pepper,oil,extra dark chocolate,tea,magazines,,,,,,,,,,,,
101,muffins,eggs,cookies,,,,,,,,,,,,,,,,,
152,cookies,,,,,,,,,,,,,,,,,,,
125,frozen vegetables,whole wheat pasta,ground beef,spaghetti,chocolate,green tea,,,,,,,,,,,,,,
69,mineral water,barbecue sauce,chocolate,,,,,,,,,,,,,,,,,
25,burgers,herb & pepper,energy bar,almonds,eggs,corn,mayonnaise,zucchini,,,,,,,,,,,,
131,turkey,burgers,ground beef,chocolate,soup,almonds,eggs,hot dogs,cottage cheese,,,,,,,,,,,
193,ham,spaghetti,chocolate,eggs,,,,,,,,,,,,,,,,
109,ground beef,energy bar,pet food,carrots,protein bar,,,,,,,,,,,,,,,
19,ground beef,tomato sauce,spaghetti,mineral water,almonds,eggs,,,,,,,,,,,,,,
193,mineral water,olive oil,gums,cooking oil,,,,,,,,,,,,,,,,
155,shrimp,pasta,mineral water,soup,avocado,milk,olive oil,green grapes,eggs,bug spray,,,,,,,,,,
3,shrimp,pasta,soup,cake,cooking oil,chicken,light mayo,low fat yogurt,,,,,,,,,,,,
170,spaghetti,mineral water,chocolate,french fries,champagne,escalope,mushroom cream sauce,fresh bread,,,,,,,,,,,,
49,shrimp,pasta,mineral water,eggs,,,,,,,,,,,,,,,,
200,burgers,oil,tomato juice,fresh bread,,,,,,,,,,,,,,,,
71,french wine,eggs,chocolate,low fat yogurt,,,,,,,,,,,,,,,,
147,chicken,eggs,french fries,pancakes,,,,,,,,,,,,,,,,
140,turkey,herb & pepper,salmon,white wine,candy bars,,,,,,,,,,,,,,,
1,grated cheese,spaghetti,olive oil,eggs,french fries,green tea,,,,,,,,,,,,,,
8,mineral water,energy bar,,,,,,,,,,,,,,,,,,
174,eggs,french fries,,,,,,,,,,,,,,,,,,
94,burgers,tomatoes,mineral water,soup,milk,almonds,eggs,chocolate,tomato juice,,,,,,,,,,,
143,muffins,,,,,,,,,,,,,,,,,,,
24,pasta,,,,,,,,,,,,,,,,,,,
176,tomatoes,spaghetti,frozen smoothie,,,,,,,,,,,,,,,,,
150,ground beef,spaghetti,milk,,,,,,,,,,,,,,,,,
96,french fries,,,,,,,,,,,,,,,,,,,
156,chocolate,milk,,,,,,,,,,,,,,,,,,
52,burgers,shrimp,pasta,frozen vegetables,spaghetti,mineral water,milk,eggs,chocolate,french fries,pancakes,low fat yogurt,,,,,,,,
197,ground beef,mineral water,antioxydant juice,protein bar,,,,,,,,,,,,,,,,
141,grated cheese,whole wheat pasta,ground beef,spaghetti,cake,energy drink,,,,,,,,,,,,,,
57,grated cheese,,,,,,,,,,,,,,,,,,,
163,pancakes,,,,,,,,,,,,,,,,,,,
199,frozen smoothie,,,,,,,,,,,,,,,,,,,
139,carrots,green tea,,,,,,,,,,,,,,,,,,
163,chocolate,,,,,,,,,,,,,,,,,,,
155,turkey,burgers,chocolate,olive oil,eggs,cooking oil,corn,,,,,,,,,,,,,
29,frozen vegetables,tomatoes,pepper,spaghetti,mineral water,pancakes,chicken,chili,tea,french fries,tomato juice,fresh bread,,,,,,,,
183,cookies,,,,,,,,,,,,,,,,,,,
137,ground beef,,,,,,,,,,,,,,,,,,,
27,turkey,eggs,chocolate,frozen smoothie,tomato juice,,,,,,,,,,,,,,,
164,frozen vegetables,cooking oil,mashed potato,,,,,,,,,,,,,,,,,
1,frozen vegetables,ground beef,tomato sauce,mineral water,meatballs,olive oil,light cream,tomato juice,,,,,,,,,,,,
110,red wine,spaghetti,mineral water,soup,milk,eggs,cake,gums,cooking oil,chocolate,frozen smoothie,,,,,,,,,
47,chocolate,tomatoes,spaghetti,mineral water,avocado,milk,olive oil,eggs,rice,french fries,brownies,,,,,,,,,
97,chocolate,shrimp,pasta,frozen vegetables,ground beef,mineral water,nonfat milk,eggs,,,,,,,,,,,,
4,turkey,shrimp,pasta,pepper,spaghetti,mineral water,eggs,chicken,french fries,,,,,,,,,,,
102,cookies,,,,,,,,,,,,,,,,,,,
144,turkey,tomatoes,cake,,,,,,,,,,,,,,,,,
66,yams,mineral water,soup,milk,pancakes,whole wheat rice,barbecue sauce,carrots,chocolate,champagne,,,,,,,,,,
155,rice,,,,,,,,,,,,,,,,,,,
115,chocolate,milk,,,,,,,,,,,,,,,,,,
179,shrimp,pasta,frozen vegetables,water spray,,,,,,,,,,,,,,,,
146,burgers,mineral water,milk,eggs,whole wheat rice,mint,,,,,,,,,,,,,,
164,mineral water,vegetables mix,cake,frozen smoothie,brownies,,,,,,,,,,,,,,,
190,cookies,,,,,,,,,,,,,,,,,,,
192,shrimp,pasta,chicken,chocolate bread,,,,,,,,,,,,,,,,
61,shallot,,,,,,,,,,,,,,,,,,,
73,shrimp,pasta,spaghetti,eggs,hot dogs,green tea,,,,,,,,,,,,,,
96,burgers,,,,,,,,,,,,,,,,,,,
184,red wine,ground beef,spaghetti,mineral water,milk,olive oil,strong cheese,light cream,cooking oil,,,,,,,,,,,
187,burgers,grated cheese,spaghetti,avocado,milk,oil,french fries,,,,,,,,,,,,,
189,herb & pepper,whole wheat pasta,ground beef,mineral water,olive oil,,,,,,,,,,,,,,,
168,shrimp,pasta,yams,milk,chocolate,,,,,,,,,,,,,,,
79,butter,green tea,,,,,,,,,,,,,,,,,,
96,light mayo,,,,,,,,,,,,,,,,,,,
166,low fat yogurt,,,,,,,,,,,,,,,,,,,
29,herb & pepper,shrimp,pasta,spaghetti,milk,,,,,,,,,,,,,,,
62,burgers,eggs,,,,,,,,,,,,,,,,,,
15,turkey,herb & pepper,ground beef,soup,avocado,milk,black tea,eggs,barbecue sauce,carrots,cookies,tomato juice,fresh bread,,,,,,,
24,cookies,,,,,,,,,,,,,,,,,,,
20,escalope,,,,,,,,,,,,,,,,,,,
182,pepper,french fries,strawberries,pancakes,low fat yogurt,,,,,,,,,,,,,,,
107,frozen vegetables,yams,chicken,honey,light mayo,,,,,,,,,,,,,,,
140,chocolate,champagne,,,,,,,,,,,,,,,,,,
200,herb & pepper,honey,cake,rice,protein bar,,,,,,,,,,,,,,,
115,burgers,chocolate,frozen vegetables,ground beef,mineral water,milk,light mayo,asparagus,,,,,,,,,,,,
94,chocolate,mineral water,corn,cottage cheese,green tea,,,,,,,,,,,,,,,
160,muffins,,,,,,,,,,,,,,,,,,,
59,ham,french wine,escalope,,,,,,,,,,,,,,,,,
153,spaghetti,milk,whole wheat rice,mint green tea,,,,,,,,,,,,,,,,
112,chocolate,body spray,,,,,,,,,,,,,,,,,,
88,frozen vegetables,french fries,hot dogs,,,,,,,,,,,,,,,,,
114,candy bars,,,,,,,,,,,,,,,,,,,
87,burgers,shrimp,pasta,milk,green tea,french fries,cookies,white wine,,,,,,,,,,,,
100,parmesan cheese,ground beef,,,,,,,,,,,,,,,,,,
151,pancakes,whole wheat rice,candy bars,,,,,,,,,,,,,,,,,
135,eggs,eggplant,cookies,,,,,,,,,,,,,,,,,
77,frozen vegetables,mineral water,,,,,,,,,,,,,,,,,,
115,chocolate,,,,,,,,,,,,,,,,,,,
100,turkey,spaghetti,milk,whole wheat rice,chocolate,,,,,,,,,,,,,,,
37,whole wheat pasta,ground beef,spaghetti,soup,meatballs,chicken,blueberries,cooking oil,champagne,yogurt cake,protein bar,,,,,,,,,
181,cooking oil,tomato juice,,,,,,,,,,,,,,,,,,
16,frozen vegetables,milk,eggs,french fries,green tea,,,,,,,,,,,,,,,
100,fresh tuna,spaghetti,olive oil,french wine,eggs,french fries,champagne,pancakes,light mayo,,,,,,,,,,,
161,red wine,honey,hot dogs,,,,,,,,,,,,,,,,,
131,milk,bacon,eggs,french fries,fresh bread,,,,,,,,,,,,,,,
197,french fries,yogurt cake,,,,,,,,,,,,,,,,,,
85,milk,,,,,,,,,,,,,,,,,,,
83,french fries,,,,,,,,,,,,,,,,,,,
168,chocolate,,,,,,,,,,,,,,,,,,,
18,burgers,ham,red wine,,,,,,,,,,,,,,,,,
146,shrimp,pasta,tomatoes,energy bar,french wine,antioxydant juice,french fries,frozen smoothie,brownies,,,,,,,,,,,
3,green tea,,,,,,,,,,,,,,,,,,,
113,low fat yogurt,,,,,,,,,,,,,,,,,,,
134,turkey,spaghetti,mineral water,soup,spinach,soda,energy drink,salt,,,,,,,,,,,,
135,turkey,eggs,,,,,,,,,,,,,,,,,,
186,bug spray,hot dogs,,,,,,,,,,,,,,,,,,
34,oil,,,,,,,,,,,,,,,,,,,
130,soup,energy bar,chicken,eggs,cake,french fries,body spray,strawberries,,,,,,,,,,,,
48,spaghetti,chocolate,yogurt cake,,,,,,,,,,,,,,,,,
139,turkey,mineral water,meatballs,,,,,,,,,,,,,,,,,
178,ground beef,mineral water,chocolate,fromage blanc,bacon,hot dogs,,,,,,,,,,,,,,
96,frozen vegetables,mineral water,vegetables mix,escalope,,,,,,,,,,,,,,,,
100,herb & pepper,red wine,tomatoes,,,,,,,,,,,,,,,,,
40,whole wheat pasta,olive oil,cereals,brownies,green tea,,,,,,,,,,,,,,,
5,cookies,,,,,,,,,,,,,,,,,,,
100,olive oil,cookies,mushroom cream sauce,,,,,,,,,,,,,,,,,
121,ground beef,pancakes,cooking oil,gluten free bar,light mayo,,,,,,,,,,,,,,,
63,mineral water,french fries,,,,,,,,,,,,,,,,,,
25,herb & pepper,,,,,,,,,,,,,,,,,,,
110,salmon,,,,,,,,,,,,,,,,,,,
59,eggs,escalope,,,,,,,,,,,,,,,,,,
113,mineral water,tomato juice,,,,,,,,,,,,,,,,,,
165,mineral water,,,,,,,,,,,,,,,,,,,
168,shrimp,mineral water,soup,black tea,,,,,,,,,,,,,,,,
119,cake,frozen smoothie,,,,,,,,,,,,,,,,,,
94,turkey,burgers,grated cheese,tomatoes,chocolate,fromage blanc,honey,whole wheat rice,,,,,,,,,,,,
145,frozen vegetables,ground beef,mineral water,olive oil,pancakes,,,,,,,,,,,,,,,
49,turkey,burgers,ground beef,milk,olive oil,cake,fresh bread,,,,,,,,,,,,,
96,whole wheat pasta,ground beef,spaghetti,yams,mineral water,soup,chutney,cereals,energy drink,protein bar,,,,,,,,,,
118,eggs,whole wheat rice,cake,green tea,escalope,,,,,,,,,,,,,,,
87,ground beef,yams,soup,avocado,salmon,green tea,,,,,,,,,,,,,,
15,milk,,,,,,,,,,,,,,,,,,,
74,spaghetti,chocolate,,,,,,,,,,,,,,,,,,
65,whole wheat pasta,honey,,,,,,,,,,,,,,,,,,
28,whole wheat pasta,green tea,,,,,,,,,,,,,,,,,,
114,spaghetti,meatballs,vegetables mix,chocolate,,,,,,,,,,,,,,,,
100,eggs,low fat yogurt,,,,,,,,,,,,,,,,,,
59,fresh tuna,shrimp,pasta,mineral water,olive oil,eggs,cake,brownies,tomato juice,,,,,,,,,,,
63,mineral water,green grapes,hot dogs,fresh bread,,,,,,,,,,,,,,,,
96,frozen vegetables,meatballs,eggs,chocolate,,,,,,,,,,,,,,,,
65,chocolate,,,,,,,,,,,,,,,,,,,
151,meatballs,milk,,,,,,,,,,,,,,,,,,
157,low fat yogurt,,,,,,,,,,,,,,,,,,,
126,green tea,,,,,,,,,,,,,,,,,,,
146,escalope,pasta,,,,,,,,,,,,,,,,,,
60,pepper,chocolate,olive oil,french wine,salmon,rice,light mayo,fresh bread,magazines,,,,,,,,,,,
153,red wine,french wine,vegetables mix,rice,clothes accessories,hot dogs,green tea,,,,,,,,,,,,,
83,burgers,dessert wine,spaghetti,chicken,cake,protein bar,green tea,,,,,,,,,,,,,
15,french wine,cake,fresh bread,,,,,,,,,,,,,,,,,
7,burgers,frozen vegetables,flax seed,eggs,,,,,,,,,,,,,,,,
52,red wine,,,,,,,,,,,,,,,,,,,
3,pepper,mineral water,energy bar,green grapes,,,,,,,,,,,,,,,,
71,milk,eggs,cake,chocolate,french fries,green tea,,,,,,,,,,,,,,
158,french fries,,,,,,,,,,,,,,,,,,,
86,almonds,,,,,,,,,,,,,,,,,,,
193,burgers,mineral water,green tea,,,,,,,,,,,,,,,,,
161,milk,pancakes,,,,,,,,,,,,,,,,,,
26,pancakes,eggs,salt,tomato juice,,,,,,,,,,,,,,,,
191,mineral water,,,,,,,,,,,,,,,,,,,
15,ham,spaghetti,mineral water,olive oil,,,,,,,,,,,,,,,,
185,salt,tomato juice,fresh bread,,,,,,,,,,,,,,,,,
51,spaghetti,mushroom cream sauce,,,,,,,,,,,,,,,,,,
101,spaghetti,mineral water,eggs,pet food,,,,,,,,,,,,,,,,
56,frozen vegetables,spaghetti,,,,,,,,,,,,,,,,,,
98,energy drink,,,,,,,,,,,,,,,,,,,
170,muffins,,,,,,,,,,,,,,,,,,,
142,turkey,milk,,,,,,,,,,,,,,,,,,
88,cookies,,,,,,,,,,,,,,,,,,,
184,chocolate,,,,,,,,,,,,,,,,,,,
60,spaghetti,mineral water,eggs,cooking oil,chocolate,escalope,,,,,,,,,,,,,,
183,shrimp,frozen vegetables,pepper,spaghetti,green tea,,,,,,,,,,,,,,,
64,burgers,fresh tuna,red wine,mineral water,french fries,hand protein bar,low fat yogurt,,,,,,,,,,,,,
60,pancakes,eggs,energy drink,fresh bread,,,,,,,,,,,,,,,,
133,strong cheese,salmon,green tea,french fries,frozen smoothie,hot dogs,,,,,,,,,,,,,,
49,grated cheese,shrimp,pasta,tomatoes,milk,frozen smoothie,sandwich,,,,,,,,,,,,,
182,herb & pepper,whole wheat pasta,olive oil,pancakes,eggs,,,,,,,,,,,,,,,
126,spaghetti,antioxydant juice,,,,,,,,,,,,,,,,,,
23,chocolate,milk,almonds,eggs,strawberries,white wine,,,,,,,,,,,,,,
73,french fries,strawberries,,,,,,,,,,,,,,,,,,
90,mineral water,,,,,,,,,,,,,,,,,,,
169,eggs,,,,,,,,,,,,,,,,,,,
119,escalope,,,,,,,,,,,,,,,,,,,
195,cake,,,,,,,,,,,,,,,,,,,
68,whole wheat pasta,antioxydant juice,body spray,green tea,,,,,,,,,,,,,,,,
48,mineral water,oil,frozen smoothie,,,,,,,,,,,,,,,,,
19,french fries,champagne,,,,,,,,,,,,,,,,,,
23,chocolate,french fries,,,,,,,,,,,,,,,,,,
92,frozen vegetables,spaghetti,eggs,,,,,,,,,,,,,,,,,
42,hot dogs,,,,,,,,,,,,,,,,,,,
21,chocolate,cookies,,,,,,,,,,,,,,,,,,
78,pancakes,,,,,,,,,,,,,,,,,,,
182,shrimp,butter,chicken,salmon,,,,,,,,,,,,,,,,
167,chocolate,cookies,babies food,,,,,,,,,,,,,,,,,
160,pepper,spaghetti,cake,chocolate,french fries,fresh bread,,,,,,,,,,,,,,
132,avocado,oil,cereals,french fries,,,,,,,,,,,,,,,,
85,herb & pepper,spaghetti,mineral water,spinach,eggs,oil,cooking oil,green tea,shampoo,tomato juice,low fat yogurt,,,,,,,,,
79,herb & pepper,frozen vegetables,ground beef,pepper,spaghetti,mint green tea,french fries,,,,,,,,,,,,,
142,french fries,,,,,,,,,,,,,,,,,,,
110,green tea,tomato juice,,,,,,,,,,,,,,,,,,
63,eggs,whole wheat rice,chocolate,,,,,,,,,,,,,,,,,
55,grated cheese,herb & pepper,red wine,spaghetti,mineral water,salmon,eggs,cooking oil,green tea,,,,,,,,,,,
57,french fries,cookies,shallot,tomato juice,fresh bread,low fat yogurt,,,,,,,,,,,,,,
129,burgers,fresh tuna,spaghetti,muffins,honey,,,,,,,,,,,,,,,
53,herb & pepper,ground beef,spaghetti,eggs,chicken,,,,,,,,,,,,,,,
8,grated cheese,muffins,tomato juice,mayonnaise,,,,,,,,,,,,,,,,
43,whole wheat pasta,yams,mineral water,muffins,frozen smoothie,hot dogs,energy drink,,,,,,,,,,,,,
6,burgers,spaghetti,soup,milk,olive oil,salmon,eggs,blueberries,,,,,,,,,,,,
38,chocolate,champagne,magazines,,,,,,,,,,,,,,,,,
33,frozen vegetables,spaghetti,yams,mineral water,french wine,green grapes,rice,chocolate,,,,,,,,,,,,
30,tomato sauce,chocolate,,,,,,,,,,,,,,,,,,
67,milk,eggs,,,,,,,,,,,,,,,,,,
144,pet food,,,,,,,,,,,,,,,,,,,
192,yogurt cake,,,,,,,,,,,,,,,,,,,
173,green tea,,,,,,,,,,,,,,,,,,,
88,escalope,pasta,,,,,,,,,,,,,,,,,,
66,herb & pepper,ground beef,,,,,,,,,,,,,,,,,,
52,mineral water,honey,brownies,,,,,,,,,,,,,,,,,
183,turkey,eggs,cake,energy drink,,,,,,,,,,,,,,,,
144,turkey,burgers,dessert wine,ground beef,soup,salmon,eggs,gums,tomato juice,candy bars,,,,,,,,,,
81,spaghetti,mineral water,chicken,,,,,,,,,,,,,,,,,
198,turkey,ground beef,carrots,french fries,melons,,,,,,,,,,,,,,,
151,mineral water,eggs,low fat yogurt,,,,,,,,,,,,,,,,,
3,turkey,cooking oil,shampoo,,,,,,,,,,,,,,,,,
122,spaghetti,hot dogs,,,,,,,,,,,,,,,,,,
39,chocolate,green tea,,,,,,,,,,,,,,,,,,
12,grated cheese,pepper,mineral water,chocolate,eggs,cake,mashed potato,tomato juice,,,,,,,,,,,,
83,chocolate,,,,,,,,,,,,,,,,,,,
57,spaghetti,olive oil,strong cheese,pancakes,,,,,,,,,,,,,,,,
51,red wine,mineral water,soup,rice,cookies,,,,,,,,,,,,,,,
8,red wine,shrimp,spaghetti,,,,,,,,,,,,,,,,,
123,green tea,,,,,,,,,,,,,,,,,,,
197,mineral water,chicken,french fries,frozen smoothie,,,,,,,,,,,,,,,,
67,muffins,,,,,,,,,,,,,,,,,,,
2,cake,chocolate,,,,,,,,,,,,,,,,,,
16,fresh tuna,tomatoes,mineral water,soup,avocado,meatballs,olive oil,,,,,,,,,,,,,
97,turkey,french fries,,,,,,,,,,,,,,,,,,
41,burgers,turkey,herb & pepper,ground beef,pancakes,eggs,light cream,rice,champagne,fresh bread,,,,,,,,,,
76,escalope,,,,,,,,,,,,,,,,,,,
186,chocolate,escalope,fresh bread,,,,,,,,,,,,,,,,,
96,ham,spaghetti,french wine,vegetables mix,chocolate,french fries,,,,,,,,,,,,,,
114,avocado,light mayo,,,,,,,,,,,,,,,,,,
196,spaghetti,yams,butter,chocolate,,,,,,,,,,,,,,,,
95,energy bar,eggs,french fries,,,,,,,,,,,,,,,,,
156,fresh tuna,barbecue sauce,eggplant,,,,,,,,,,,,,,,,,
137,energy drink,,,,,,,,,,,,,,,,,,,
159,whole wheat rice,french fries,hot dogs,green tea,,,,,,,,,,,,,,,,
13,mineral water,chicken,green tea,,,,,,,,,,,,,,,,,
181,eggs,cake,mushroom cream sauce,,,,,,,,,,,,,,,,,
25,escalope,,,,,,,,,,,,,,,,,,,
94,antioxydant juice,escalope,,,,,,,,,,,,,,,,,,
23,shrimp,spaghetti,french fries,,,,,,,,,,,,,,,,,
55,grated cheese,spaghetti,salmon,tomato juice,,,,,,,,,,,,,,,,
45,spaghetti,green tea,,,,,,,,,,,,,,,,,,
7,champagne,protein bar,,,,,,,,,,,,,,,,,,
170,mineral water,avocado,chocolate,,,,,,,,,,,,,,,,,
43,tomatoes,champagne,green tea,,,,,,,,,,,,,,,,,
109,chicken,french fries,escalope,,,,,,,,,,,,,,,,,
33,frozen vegetables,tomatoes,eggs,green tea,frozen smoothie,light mayo,,,,,,,,,,,,,,
21,ground beef,chicken,cider,green grapes,honey,chocolate,french fries,champagne,frozen smoothie,escalope,,,,,,,,,,
83,french fries,champagne,,,,,,,,,,,,,,,,,,
54,mineral water,soup,,,,,,,,,,,,,,,,,,
44,frozen vegetables,spaghetti,milk,chocolate,babies food,,,,,,,,,,,,,,,
95,honey,whole wheat rice,,,,,,,,,,,,,,,,,,
178,whole wheat rice,chicken,tomato juice,,,,,,,,,,,,,,,,,
38,pancakes,,,,,,,,,,,,,,,,,,,
93,green tea,protein bar,tomato juice,candy bars,,,,,,,,,,,,,,,,
85,french fries,,,,,,,,,,,,,,,,,,,
136,mineral water,,,,,,,,,,,,,,,,,,,
139,escalope,,,,,,,,,,,,,,,,,,,
137,grated cheese,herb & pepper,whole wheat pasta,yams,mineral water,bacon,nonfat milk,spinach,,,,,,,,,,,,
46,spaghetti,milk,,,,,,,,,,,,,,,,,,
66,milk,chocolate,white wine,,,,,,,,,,,,,,,,,
26,sandwich,,,,,,,,,,,,,,,,,,,
152,chocolate,light mayo,,,,,,,,,,,,,,,,,,
26,shrimp,whole wheat pasta,spaghetti,meatballs,chicken,frozen smoothie,tomato juice,,,,,,,,,,,,,
193,red wine,ground beef,spaghetti,mineral water,eggs,,,,,,,,,,,,,,,
186,yams,melons,,,,,,,,,,,,,,,,,,
189,spaghetti,cooking oil,,,,,,,,,,,,,,,,,,
123,french fries,,,,,,,,,,,,,,,,,,,
138,mineral water,milk,spinach,cooking oil,chocolate,frozen smoothie,hot dogs,,,,,,,,,,,,,
78,tomato sauce,milk,,,,,,,,,,,,,,,,,,
131,shrimp,cider,eggs,french fries,,,,,,,,,,,,,,,,
150,champagne,,,,,,,,,,,,,,,,,,,
141,salad,,,,,,,,,,,,,,,,,,,
162,french fries,,,,,,,,,,,,,,,,,,,
